Comando,NomeCat,IDProduto,CodProd,NomeProd,Peso,Descricao,DescrLonga,DescrURL,URLTarget,Estoque,EstoqueMinimo,Disponivel,ICMS,Custo,Preco,PrecoProm,PrecoB2B,PrecoB2BProm,DataPromInicio,DataPromFim,Lancamento,EmDestaque,ImagemProd,ImagemDet,ImagemAmp,Adicional1,Adicional2,Adicional3,AdicionalD1,AdicionalD2,AdicionalD3,Cores,OrdemProd,IDProdutoPai,RamoProd,MaisProd,DataVencimento,DiasAvisoVencimento,DiasReposicao,IDParceiroProd,DescrHTM,MetaKeywordsProd,MaxParcelasProd,XMLParcelasProd,CodBarrasProd,Embalavel,IsProdutoGrande,LarguraProd,AlturaProd,ProfundidadeProd,CodVideo,ProdMPN,TitleProd,URLProd,VendaConjunta,MetaDescriptionProd,IDsFiltroItem
"A","BEARCO",5256312,"","Joelheira Bearco 7mm",300,"","Joelheiras Bearco 7 mm 
Indicada para a prática de treinamento funcional, treino de alta intensidade, LPO, Powerlifting entre outros. 
Manter os joelhos estabilizado é essencial quando se trata de levantamentos. As joelheiras Bearco são projetadas especificamente para fornecer compressão, aquecimento e estabilidade lateral ao realizar movimentos funcionais, tais como Dead lifts (levantamentos terra), Pistols e Squats (agachamentos). 
</br>

Ao contrário de outros suportes, as Joelheiras da Bearco são compridas e projetadas para comprimir o VMO em seu ponto de inserção acima da patela para ajudar a garantir a estabilidade e movimento adequado da rótula. Também fornecem compressão e calor para promover o fluxo de sangue. 

Vendido em pares, 100% de satisfação garantida!
</br>

<strong>Tamanho Ideal: </strong>
XSMALL - 23-26cm 
SMALL - 28-31cm MEDIUM  - 32-35cm 
LARGE  - 36-39cm 
XLARGE - 40-44cm
","",False,50,0,True,0,0,199,179,191.2,0,24/11/2017,24/11/2017 23:59:00,False,False,"joelheiraBearcoPEQUENO.jpg","joelheiraBearcoMEDIO.jpg","joelheiraBearcoGRANDE.jpg","","","","","","","",0,,7,"",,,0,,"","",0,0,,True,False,0,0,0,"","","","joelheira-bearco-7mm-53373355","","",""
"A","BEARCO",5632235,"","Kit 1 - Body Mobility",950,"","O Kit contem 

1 unidade - Banda elásticas Verde da Bearco, de alta qualidade. Resistência MÉDIA.

1 unidade - Bola Lacrose Bearco, a maneira mais simples de aumentar a mobilidade.

1 unidade - RockNRoller HD, Facilita as suas necessidades básicas de auto liberação mio-fascial. 
O design simples oferece uma solução de custo eficaz e leve.
","",False,0,0,True,0,0,299,0,0,0,,,False,False,"KITmobiliti1PEQUENO.jpg","KITmobiliti1MEDIO.jpg","KITmobiliti1GRANDE.jpg","","","","","","","",0,,7,"",,,0,,"","",0,0,,True,False,0,0,0,"","","","kit-body-mobility-80509585","","",""
"A","BEARCO",5634067,"1085449","Kit 2 - Body Mobility",950,"","O Kit contém: 

1 unidade - Banda elásticas Vermelho da Bearco, de alta qualidade. Resistência LEVE.

1 unidade - Bola Lacrose Bearco, a maneira mais simples de aumentar a mobilidade.

1 unidade -  RockNRoller HD, Facilita as suas necessidades básicas de auto liberação mio-fascial. 
O design simples oferece uma solução de custo eficaz e leve.
","",False,2,0,True,0,0,269,0,0,0,,,False,False,"KITmobiliti2PEQUENO.jpg","KITmobiliti2MEDIO.jpg","KITmobiliti2GREMDE.jpg","","","","","","","",0,,7,"",,,0,,"","",0,0,,True,False,0,0,0,"","","","kit-2---body-mobility-77381533","","",""
"A","BEARCO",5634068,"","Kit 3 - Body Mobility",1000,"","o Kit Contém:

1 unidade - Banda elásticas Vermelho da Bearco, de alta qualidade. Resistência LEVE.

1 unidade - Banda elásticas Verde da Bearco, de alta qualidade. Resistência MÉDIA.

1 unidade - Bola Lacrose Bearco, a maneira mais simples de aumentar a mobilidade.

1 unidade - RockNRoller HD, Facilita as suas necessidades básicas de auto liberação mio-fascial. 
O design simples oferece uma solução de custo eficaz e leve.
","",False,0,0,True,0,0,389.99,0,0,0,,,False,False,"KITmobiliti3PEQUENO.jpg","KITmobiliti3MEDIO.jpg","KITmobiliti3GRANDE.jpg","","","","","","","",0,,7,"",,,0,,"","",0,0,,True,False,0,0,0,"","","","kit-3---body-mobility-4104251","","",""
"A","BEARCO",5978081,"","KIT OPEN 2018 - GINÁSTICO",400,"","O KIT OPEN tem tudo o que você precisa em acessórios para alcançar o melhor do seu ginástico no Open!

O kit ginástico para o Open da Bearco Sports, vem com:

1 Corda de rápida rolagem (Fast Rope), ideal 
para fazer grandes números de repetições com eficiência.


1 Grip para proteger suas mãos devido ao alto número de repetições
que o Open exige. 

1 joelheira Bearco de 7mm para
aquecer e melhorar seus movimentos de agache.

ENTRE EM CONTATO PARA DEFINIR TAMNHO DE GRIP E JOELHEIRA (11) 3062.7686
","",False,0,0,True,0,0,387,340,0,0,19/02/2018,18/03/2018,True,True,"OPENginPEQUENO.jpg","OPENginMEDIO.jpg","OPENginGrande.jpg","","","","","","","",0,,7,"",,,0,,"","",0,0,,True,False,0,0,0,"","","","kit-open---ginastico-4081363","","",""
"A","BEARCO",5978191,"","KIT OPEN 2018 - LPO",600,"","Kit Open LPO da Bearco, oferece o melhor para  levantamento de peso. Tenha acessórios necessários para auxiliar nos seus movimentos.

O KIT LPO contém;

1 Cinto Bearco, que proporciona estabilidade e firmeza no seu tronco.

1 Munhequeira Bearco que proporciona estabilidade e firmeza nos punhos.

1 Joelheira Bearco de 7mm para dar um conforto extra para os agachamentos e variações
que o Open apresenta todos os anos.

ENTRE EM CONTATO PARA DEFINIR TAMNHO DE GRIP E JOELHEIRA (11) 3062.7686","",False,2,0,True,0,0,497,450,0,0,19/02/2018,18/03/2018,True,True,"OPENlpoPEQUENO.jpg","OPENlpoMEDIO.jpg","OPENlpoGrande.jpg","","","","","","","",0,,7,"",,,0,,"","",0,0,,True,False,0,0,0,"","","","kit-open-2018---lpo-3818912","","",""
"A","BEARCO",5547228,"1085204","Knee Wrap - LPO Faixa Elástica de Joelho",500,"","A knee wrap da Bearco é produzida com elastano de alta compressão e proporciona maior firmeza aos joelhos, diminuindo o risco de lesões e entorses. A knee Wrap foi especialmente desenvolvida para a prática de atividades físicas que exigem maior esforço dos joelhos, como LPO (Levantamento de peso Olímpico), e musculação (agachamento). 

•	Cada embalagem acompanha 1 par da knee Wrap 
•	Tamanho: Único - de 8 centímetros de largura e 140 centímetros de comprimento 
•	Composição:  Elastano e Algodão, proporcionando maior conforto e aderência.
•	Disponível na Cor: Preto com Vermelho

<VideoProd> sS25fnqg1sY <CodVideoProd>
","",False,24,0,True,0,0,159,0,0,0,,,False,False,"kneeWrapLpoPEQUENO.jpg","kneeWrapLpoMEDIO.jpg","kneeWrapLpoGRANDE.jpg","","","","","","","",0,,7,"",,,0,,"","",0,0,,True,False,0,0,0,"sS25fnqg1sY","","","knee-wrap---faixa-elastica-de-joelho-5323428","","",""
"A","BEARCO",5547230,"1085222","Lifting Straps, Strap LPO",300,"","Lifting Straps da Bearco, é um acessório desenvolvido para praticantes de musculação e treinamento funcional, treino de alta intencidade. Confeccionada 100% em algodão, acabamento acolchoando em Neoprome, para proteção das mãos, confere ainda mais conforto durante os treinos. Sua leveza e praticidade fazem com que se tornem um item indispensável nas academias e Box. 

A Lifting Straps concede estabilidade na performance e nos treinos de musculação. Ao proporcionar mais firmeza na pegada, os Lifting Straps da Bearco aumentam a sua força na puxada, o que permite que seja aumentada a carga dos aparelhos. Os resultados serão a melhora do desempenho e execução dos exercícios físicos.

•	Cada embalagem acompanha 1 par da Lifting Straps 
•	Tamanho Único -  4 centímetros de largura e 50 centímetros de comprimento 
•	Composição :100% em algodão. 
•	Disponível na Cor: Preta","",False,0,0,True,0,0,59,0,0,0,,,False,False,"StrapBearcoPEQUENO.jpg","StrapBearcoMEDIO.jpg","StrapBearcoGRANDE.jpg","","","","","","","",0,,7,"",,,0,,"","",0,0,,True,False,0,0,0,"","","","lifting-straps--strap-lpo-crossfit-3748721","","",""
"A","BEARCO",5370459,"1085220","Magnésio",400,"","- Ultra fino 

- Maior aderência 

- Menor desperdício 

400g","",False,0,0,True,0,0,24,0,19.2,0,,,False,False,"principal200.JPG","detalhe200.JPG","ampliada200.JPG","","","","","","","",0,,7,"",,,0,,"","",0,0,,True,False,0,0,0,"","","","magnesio-76595705","","",""
"A","BEARCO",5688612,"1085236","Meias Oliver Black Giraffe Low",150,"","Composição:

Algodão 78% - 10% de Lycra - 4% Poliamida - 8% elastodieno

Tecnologia Oliver tec da :

Fechando o punho. Conforto do algodão.
Ajuste estendido no arco.

Reforçada calcanhar e a ponta.
almofadas de pé.

* Tamanho Único (37 a 44)","",False,0,0,True,0,0,69,0,0,0,,,False,False,"OSBlackGiraffeLow_PEQUENO.jpg","OSBlackGiraffeLow_MEDIO.jpg","OSBlackGiraffeLow_GRANDE.jpg","","","","","","","",0,,7,"",,,0,,"","",0,0,,True,False,0,0,0,"","","","meias-oliver-black-giraffe-low-59515017","","",""
"A","BEARCO",5688613,"1085235","Meias Oliver Blue Arrow",150,"","Composição:

Algodão 78% - 10% de Lycra - 4% Poliamida - 8% elastodieno

Tecnologia Oliver tec da :

Fechando o punho. Conforto do algodão.
Ajuste estendido no arco.

Reforçada calcanhar e a ponta.
almofadas de pé.

* Tamanho Único (37 a 44)","",False,0,0,True,0,0,69,0,0,0,,,False,False,"BlueArrow_PEQUENO.jpg","BlueArrow_MEDIO.jpg","BlueArrow_GRANDE.jpg","","","","","","","",0,,7,"",,,0,,"","",0,0,,True,False,0,0,0,"","","","meias-oliver-blue-arrow-85274905","","",""
"A","BEARCO",5687032,"","Meias Oliver Catrina",150,"","Composição:

Algodão 78% - 10% de Lycra - 4% Poliamida - 8% elastodieno

Tecnologia Oliver tec da :

Fechando o punho. Conforto do algodão.
Ajuste estendido no arco.

Reforçada calcanhar e a ponta.
almofadas de pé.

* Tamanho Único (37 a 44)","",False,0,0,True,0,0,69,0,0,0,,,False,False,"Catrina_PEQUENO.jpg","Catrina_MEDIO.jpg","Catrina_GRANDE.jpg","","","","","","","",0,,7,"",,,0,,"","",0,0,,True,False,0,0,0,"","","","meias-oliver-catrina-32020205","","",""
"A","BEARCO",5687034,"1085234","Meias Oliver Charlie Brown",150,"","Composição:

Algodão 78% - 10% de Lycra - 4% Poliamida - 8% elastodieno

Tecnologia Oliver tec da :

Fechando o punho. Conforto do algodão.
Ajuste estendido no arco.

Reforçada calcanhar e a ponta.
almofadas de pé.

* Tamanho Único (37 a 44)","",False,0,0,True,0,0,69,0,0,0,,,False,False,"Charlie_PEQUENO.jpg","Charlie_MEDIO.jpg","Charlie_GRANDE.jpg","","","","","","","",0,,7,"",,,0,,"","",0,0,,True,False,0,0,0,"","","","meias-oliver-charlie-brown-10198611","","",""
"A","BEARCO",5687033,"1085233","Meias Oliver Invasor",150,"","Composição:

Algodão 78% - 10% de Lycra - 4% Poliamida - 8% elastodieno

Tecnologia Oliver tec da :

Fechando o punho. Conforto do algodão.
Ajuste estendido no arco.

Reforçada calcanhar e a ponta.
almofadas de pé.

* Tamanho Único (37 a 44)","",False,0,0,True,0,0,69,0,0,0,,,False,False,"Invasor_PEQUENO.jpg","Invasor_MEDIO.jpg","Invasor_GRANDE.jpg","","","","","","","",0,,7,"",,,0,,"","",0,0,,True,False,0,0,0,"","","","meias-oliver-invasor-35781497","","",""
"A","BEARCO",5687035,"1085232","Meias Oliver Red Arrow",150,"","Composição:

Algodão 78% - 10% de Lycra - 4% Poliamida - 8% elastodieno

Tecnologia Oliver tec da :

Fechando o punho. Conforto do algodão.
Ajuste estendido no arco.

Reforçada calcanhar e a ponta.
almofadas de pé.

* Tamanho Único (37 a 44)","",False,0,0,True,0,0,69,0,0,0,,,False,False,"Red_Arrow_PEQUENO.jpg","Red_Arrow_MEDIO.jpg","Red_Arrow_GRANDE.jpg","","","","","","","",0,,7,"",,,0,,"","",0,0,,True,False,0,0,0,"","","","meias-oliver-red-arrow-99045962","","",""
"A","BEARCO",5687031,"1085231","Meias Oliver Splash",150,"","Composição:

Algodão 78% - 10% de Lycra - 4% Poliamida - 8% elastodieno

Tecnologia Oliver tec da :

Fechando o punho. Conforto do algodão.
Ajuste estendido no arco.

Reforçada calcanhar e a ponta.
almofadas de pé.

* Tamanho Único (37 a 44)","",False,0,0,True,0,0,69,0,0,0,,,False,False,"Splash_PEQUENO.jpg","Splash_MEDIO.jpg","Splash_GRANDE.jpg","","","","","","","",0,,7,"",,,0,,"","",0,0,,True,False,0,0,0,"","","","meias-oliver-splash-32577151","","",""
"A","BEARCO",5688611,"1085230","Meias Oliver Stars Low",150,"","Composição:

Algodão 78% - 10% de Lycra - 4% Poliamida - 8% elastodieno

Tecnologia Oliver tec da :

Fechando o punho. Conforto do algodão.
Ajuste estendido no arco.

Reforçada calcanhar e a ponta.
almofadas de pé.

* Tamanho Único (37 a 44)","",False,0,0,True,0,0,69,0,0,0,,,False,False,"StarsLow_PEQUENO.jpg","StarsLow_MEDIO.jpg","StarsLow_GRANDE.jpg","","","","","","","",0,,7,"",,,0,,"","",0,0,,True,False,0,0,0,"","","","meias-oliver-stars-low-28829593","","",""
"A","BEARCO",5687036,"1085229","Meias Oliver Yellow Sting",150,"","Composição:

Algodão 78% - 10% de Lycra - 4% Poliamida - 8% elastodieno

Tecnologia Oliver tec da :

Fechando o punho. Conforto do algodão.
Ajuste estendido no arco.

Reforçada calcanhar e a ponta.
almofadas de pé.

* Tamanho Único (37 a 44)","",False,0,0,True,0,0,69,0,0,0,,,False,False,"YellowSting_PEQUENO.jpg","YellowSting_MEDIO.jpg","YellowSting_GRANDE.jpg","","","","","","","",0,,7,"",,,0,,"","",0,0,,True,False,0,0,0,"","","","meias-oliver-yellow-sting-38764590","","",""
"A","BEARCO",5996987,"","Mochila Tática Militar 30l PRETA",500,"","Mochila modelo Tático Militar 30l Preta

Confeccionada em nylon 600d resinado e resistente a água.

Painel traseiro acolchoado.

Alças ajustáveis.

Fixação nos ombros, cintura e tórax

Capacidade 30l.

Tamanho: 25cm x 22cm x 43cm
Ideal para camping, trilhas, esportes...etc
","",False,2,0,True,0,0,299.9,0,0,0,,,True,True,"AssaltPEQUENO.jpg","AssaltMEDIO.jpg","AssaltGRANDE.jpg","","","","","","","",0,,7,"",,,0,,"","",0,0,,True,False,0,0,0,"","","","mochila-tatica-militar-30l-preta-58860415","","",""
"A","BEARCO",5996988,"","Mochila Tático Militar 30l VERDE",500,"","Mochila modelo Tático Militar 30l Verde

Confeccionada em nylon 600d resinado e resistente a água.

Painel traseiro acolchoado.

Alças ajustáveis.

Fixação nos ombros, cintura e tórax

Capacidade 30l.

Tamanho: 25cm x 22cm x 43cm
Ideal para camping, trilhas, esportes...etc
","",False,0,0,True,0,0,299.9,0,0,0,,,True,True,"AssaltVerdePEQUENO.jpg","AssaltVerdeMEDIO.jpg","AssaltVerdeGRANDE.jpg","","","","","","","",0,,7,"",,,0,,"","",0,0,,True,False,0,0,0,"","","","mochila-modelo-tatico-militar-30l-verde-2000064","","",""
"A","BEARCO",5637745,"","Moletom Unisex Bear Mode",400,"","","",False,1,0,True,0,0,139,0,0,0,,,False,False,"moletomBearModePEQUENO.jpg","moletomBearModeMEDIO.jpg","moletomBearModeGRANDE.jpg","","","","","","","",0,,7,"",,,0,,"","",0,0,,True,False,0,0,0,"","","","moletom-bear-mode-40481204","","",""
"A","BEARCO",5472611,"","Moletom Unisex Bearco",0,"","","",False,0,0,True,0,0,139,112,0,0,25/11/2016,25/11/2016,False,False,"principal376.JPG","detalhe376.JPG","ampliada376.JPG","","","","","","","",0,,7,"",,,0,,"","",0,0,,True,False,0,0,0,"","","","moletom-unisex-bearco-39878482","","",""
"A","BEARCO",5256661,"1085205","Munhequeira Bearco",150,"","Uso UNISEX. 
Disponível apenas um tamanho 45cm com o velcro, ideal para todas as atividades, não ficando grande demais no punho e facilitando os movimentos de treinamentos fortes de alta intensidade, treinos ao ar livre, weightlifting, powerlifting e strongman training . 
Apoio ao punho a qualquer momento que você precisar. São feitas a partir de um algodão, uma  mistura de elástico e poliéster, que absorve o excesso de humidade e não irrita a pele. Use-os para uma maior estabilidade punho quando você está pressionando ou usando sobrecarga durante o os exercicios

Modelo preto com listras vermelhas e o logotipo Bearco em branco. Ele inclui um laço conveniente para o polegar . E velcro, ajuste seguro e fácil e para remoção rápida.

Dimensionamento Sugestões:

18""  = apoio Amplo + mobilidade do punho.

Especificações:

Vendido em pares
Único tamanho de 18"" (45 centímetros)
Largura: 3 ""
Fechamento em gancho de polegar
Materiais: 40% elástico, 10% poliéster, 50% algodão
Cor: Black & Red","",False,495,0,True,0,0,99,0,71.2,0,,,False,False,"principal101.JPG","detalhe101.JPG","ampliada101.JPG","","","","","","","",0,,7,"",,,0,,"","",0,0,,True,False,0,0,0,"","","","munhequeira-bearco-22173709","","",""
"A","BEARCO",5547226,"1085164","Munhequeira LPO Wrist Band Bearco",300,"Munhequeira BEARCO de alta qualidade para treino de alta intensidade, treinamento funcional, LPO, Powerlifting, Ginástica.","Munhequeira BEARCO de alta qualidade para para treino de alta intensidade, LPO, Powerlifting, Ginástica.

Proteção elástica para o punho, 35 centímetros. Suporte para polegar e fechamento com velcro resistente. 

A Munhequeira BEARCO proporciona maior firmeza ao punho, evitando lesões durante a prática de exercícios ou até mesmo auxiliando na recuperação de lesões.

A Wrist Band Bearco é indicada para qualquer exercício em que se exija trabalho do punho com frequência ou com peso elevado. Com foco em prevenção e recuperação das lesões.

•	Cada embalagem acompanha 1 par de Munhequeira Wrist Band 
•	Tamanho: Único - 8 centímetros de largura e 55 centímetros de comprimento.
•	Composição: Elastano e Algodão.
•	Disponível na Cor: Preto com Vermelho

<VideoProd> 5iEX1hLKC9A <CodVideoProd>
","",False,280,0,True,0,0,99,0,0,0,,,True,False,"MunnhequeiraLpoPEQUENO.jpg","MunnhequeiraLpoMEDIO.jpg","MunhequeiraBearcoGRANDE.jpg","","","","","","","",0,,7,"",,,0,,"","",0,0,,True,False,0,0,0,"5iEX1hLKC9A","","","munhequeira-wrist-band-bearco-crosssfit--lpo-40951175","","",""
"A","BEARCO",5802982,"1085184","Rebuild - Whey Protein BAUNILHA",1000,"","REBUILD, a proteína da Bearco Nutrition. Fabricado com o  mais puro Whey Concentrado disponível no mercado, cada dose tem 20 g de proteína e 15 de carboidratos de baixo índice glicêmico, naturalmente encontrados na matéria prima utilizada, e com formulação ideal para quem quer desenvolvimento muscular com perda de gordura corporal simultânea. Além disso tem componentes que tem ação antinflamatória, e promovem o aumento da imunidade e reparação muscular. 

Venha para o nosso time da Bearco Nutrition e entenda Qual o sabor da sua Saúde 

","",False,0,0,True,0,0,159,129,0,0,24/11/2017,24/11/2017 23:59:00,False,False,"rebuild_Baunilha_PEQUENO.jpg","rebuld_baunilha_MEDIO.jpg","rebuild_baunilha_GRANDE.jpg","","","","","","","",0,,7,"",,,0,,"","",0,0,,True,False,0,0,0,"","","","rebuild---whey-protein-baunilha-52721804","","",""
"A","BEARCO",5712424,"1085183","Rebuild - Whey Protein CHOCOLATE",1000,"","REBUILD, a proteína da Bearco Nutrition. Fabricado com o  mais puro Whey Concentrado disponível no mercado, cada dose tem 20 g de proteína e 15 de carboidratos de baixo índice glicêmico, naturalmente encontrados na matéria prima utilizada, e com formulação ideal para quem quer desenvolvimento muscular com perda de gordura corporal simultânea. Além disso tem componentes que tem ação antinflamatória, e promovem o aumento da imunidade e reparação muscular. 

Venha para o nosso time da Bearco Nutrition e entenda Qual o sabor da sua Saúde 
","",False,257,0,True,0,0,159,129,0,0,24/11/2017,24/11/2017 23:59:00,True,True,"rebuild_pequeno.jpg","rebuild_medio.jpg","rebuld_GRANDE.jpg","","","","","","","",0,,7,"",,,0,,"","",0,0,,True,False,0,0,0,"","","","em-breve--rebuild---whey-protein-53933352","","",""
"A","BEARCO",5754238,"1085185","Rebuild - Whey Protein MORANGO",1000,"","REBUILD, a proteína da Bearco Nutrition. Fabricado com o  mais puro Whey Concentrado disponível no mercado, cada dose tem 20 g de proteína e 15 de carboidratos de baixo índice glicêmico, naturalmente encontrados na matéria prima utilizada, e com formulação ideal para quem quer desenvolvimento muscular com perda de gordura corporal simultânea. Além disso tem componentes que tem ação antinflamatória, e promovem o aumento da imunidade e reparação muscular. 

Venha para o nosso time da Bearco Nutrition e entenda Qual o sabor da sua Saúde 
","",False,30,0,True,0,0,159,129,0,0,24/11/2017,24/11/2017 23:59:00,True,True,"morango_pequeno.jpg","morangoMEDIO.jpg","morangoGRANDE.jpg","","","","","","","",0,,7,"",,,0,,"","",0,0,,True,False,0,0,0,"","","","rebuild---whey-protein-morango-60245913","","",""
"A","BEARCO",5646735,"","SHORTS FEMININO",300,"","","",False,1,0,True,0,0,80,64,0,0,05/03/2018,10/03/2018,True,True,"ShortsFemPEQUENO.jpg","ShortsFemMEDIOpsd.jpg","ShortsFemGRANDE.jpg","","","","","","","",0,,7,"",,,0,,"","",0,0,,True,False,0,0,0,"","","","shorts-feminino-86776369","","",""
"A","BEARCO",5757096,"","SOFÁ INFLÁVEL",2000,"","Sofá Inflável super leve, fácil de carregar e rápido de encher.

Pode ser usado em casa, na piscina (dentro d'agua), no camping, na praia, em viagens, durante campeonatos. Enfim, você pode levar para onde quiser.

Inclui sacola para transporte.","",False,0,0,True,0,0,175,0,0,0,,,True,False,"PufePEQUENO.jpg","PufeMEDIO.jpg","PufeGRANDE.jpg","","","","","","","",0,,7,"",,,0,,"","",0,0,,True,False,0,0,0,"","","","sofa-inflavel-46439761","","",""
"A","CAFFEINE & KILOS",5279824,"1085396","",150,"","","",False,12,0,True,0,0,60,48,96,0,05/03/2018,10/03/2018,False,False,"","","","129628","","","","","","",0,5258973,,"",,,0,,"","",0,0,,True,False,0,0,0,"","","","camiseta-cinza-feminina-caffeine-and-kilos-41016787","","",""
"A","CAFFEINE & KILOS",5279874,"1085397","",150,"","","",False,18,0,True,0,0,60,48,96,0,05/03/2018,10/03/2018,False,False,"","","","129629","","","","","","",0,5258973,,"",,,0,,"","",0,0,,True,False,0,0,0,"","","","camiseta-cinza-feminina-caffeine-and-kilos-27355594","","",""
"A","CAFFEINE & KILOS",5279884,"1085398","",150,"","","",False,8,0,True,0,0,60,48,96,0,05/03/2018,10/03/2018,False,False,"","","","129630","","","","","","",0,5258973,,"",,,0,,"","",0,0,,True,False,0,0,0,"","","","camiseta-cinza-feminina-caffeine-and-kilos-81093996","","",""
"A","CAFFEINE & KILOS",5281318,"1085395","",150,"","","",False,25,0,True,0,0,60,48,96,0,05/03/2018,10/03/2018,False,False,"","","","129858","","","","","","",0,5258973,,"",,,0,,"","",0,0,,True,False,0,0,0,"","","","camiseta-cinza-feminina-caffeine-and-kilos-39471072","","",""
"A","CAFFEINE & KILOS",5258973,"","Camiseta Cinza Feminina Caffeine and Kilos",100,"","","",False,1,0,True,0,0,60,48,96,0,05/03/2018,10/03/2018,False,False,"principal53.JPG","detalhe53.JPG","ampliada53.JPG","","","","","","","",0,,7,"",,,0,,"","",0,0,,True,False,0,0,0,"","","","camiseta-cinza-feminina-caffeine-and-kilos-25791568","","",""
"A","Corda Lenta 3.4 BUFF",5526679,"","",200,"","","",False,1,0,True,0,0,130,0,0,0,,,False,False,"","","","","","","","","","3",0,5379331,,"",,,0,,"","",0,0,,True,False,0,0,0,"","","","azul---8--2--69240969","","",""
"A","Corda Lenta 3.4 BUFF",5526934,"","",200,"","","",False,0,0,True,0,0,130,0,0,0,,,False,False,"","","","","","","","","","112",0,5379331,,"",,,0,,"","",0,0,,True,False,0,0,0,"","","","azul---8--2--96389406","","",""
"A","Corda Lenta 3.4 BUFF",5526937,"","",200,"","","",False,1,0,True,0,0,130,0,0,0,,,False,False,"","","","","","","","","","4",0,5379331,,"",,,0,,"","",0,0,,True,False,0,0,0,"","","","azul---8--2--73034304","","",""
"A","Corda Lenta 3.4 BUFF",5526941,"","",200,"","","",False,1,0,True,0,0,130,0,0,0,,,False,False,"","","","","","","","","","50",0,5379331,,"",,,0,,"","",0,0,,True,False,0,0,0,"","","","azul---8--2--83257693","","",""
"A","Corda Lenta 3.4 BUFF",5526944,"","",200,"","","",False,0,0,True,0,0,130,0,0,0,,,False,False,"","","","","","","","","","95",0,5379331,,"",,,0,,"","",0,0,,True,False,0,0,0,"","","","azul---8--2--66868228","","",""
"A","Corda Lenta 3.4 BUFF",5537825,"","",200,"","Para um melhor desempenho e para prolongar a vida de sua corda de salto Rx, evitar o uso no concreto, asfalto, terra, cascalho ou qualquer outra superfície abrasiva. superfícies ideais são pisos ginásio, revestidos de borracha / piso emaranhadas, ou esteiras de PVC. Sugerimos também corredores de tapete de vinil.

Salvar as abraçadeiras de plástico que vieram com o sua corda Rx e depois de cada uso, embrulhe a corda Rx em um círculo de 12 a 15 cm.

Nunca dobre, nunca deixe torcida e nunca de um nó. Se o fizer, irá reduzir drasticamente a sua eficiência e tempo de vida.

CUIDADOS DE INSTRUÇÕES - A melhor maneira de armazenar sua corda Rx é deixar um punho no chão e enrolá-lo como uma mangueira de jardim. Um diâmetro de 12 a 15 cm é o tamanho recomendado para enrolar.

Altura = comprimento 

5`5"" (165cm) = 8´4""","",False,0,0,True,0,0,130,0,0,0,,,False,False,"","","","","","","","","","9",0,5388993,,"",,,0,,"","",0,0,,True,False,0,0,0,"","","","corda-lenta---8--4--73588198","","",""
"A","Corda Lenta 3.4 BUFF",5537826,"","",200,"","Para um melhor desempenho e para prolongar a vida de sua corda de salto Rx, evitar o uso no concreto, asfalto, terra, cascalho ou qualquer outra superfície abrasiva. superfícies ideais são pisos ginásio, revestidos de borracha / piso emaranhadas, ou esteiras de PVC. Sugerimos também corredores de tapete de vinil.

Salvar as abraçadeiras de plástico que vieram com o sua corda Rx e depois de cada uso, embrulhe a corda Rx em um círculo de 12 a 15 cm.

Nunca dobre, nunca deixe torcida e nunca de um nó. Se o fizer, irá reduzir drasticamente a sua eficiência e tempo de vida.

CUIDADOS DE INSTRUÇÕES - A melhor maneira de armazenar sua corda Rx é deixar um punho no chão e enrolá-lo como uma mangueira de jardim. Um diâmetro de 12 a 15 cm é o tamanho recomendado para enrolar.

Altura = comprimento 

5`5"" (165cm) = 8´4""","",False,0,0,True,0,0,130,0,0,0,,,False,False,"","","","","","","","","","112",0,5388993,,"",,,0,,"","",0,0,,True,False,0,0,0,"","","","corda-lenta---8--4--76054018","","",""
"A","Corda Lenta 3.4 BUFF",5537827,"","",200,"","Para um melhor desempenho e para prolongar a vida de sua corda de salto Rx, evitar o uso no concreto, asfalto, terra, cascalho ou qualquer outra superfície abrasiva. superfícies ideais são pisos ginásio, revestidos de borracha / piso emaranhadas, ou esteiras de PVC. Sugerimos também corredores de tapete de vinil.

Salvar as abraçadeiras de plástico que vieram com o sua corda Rx e depois de cada uso, embrulhe a corda Rx em um círculo de 12 a 15 cm.

Nunca dobre, nunca deixe torcida e nunca de um nó. Se o fizer, irá reduzir drasticamente a sua eficiência e tempo de vida.

CUIDADOS DE INSTRUÇÕES - A melhor maneira de armazenar sua corda Rx é deixar um punho no chão e enrolá-lo como uma mangueira de jardim. Um diâmetro de 12 a 15 cm é o tamanho recomendado para enrolar.

Altura = comprimento 

5`5"" (165cm) = 8´4""","",False,0,0,True,0,0,130,0,0,0,,,False,False,"","","","","","","","","","62925",0,5388993,,"",,,0,,"","",0,0,,True,False,0,0,0,"","","","corda-lenta---8--4--11399478","","",""
